wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price
monolith,9,11.0,86.0,15.0,55.798115,37.495616999999996,18500000
panel,4,14.0,86.0,14.0,55.775321999999996,37.48985,18500000
monolith,3,7.0,86.8,10.0,55.895525,37.390128000000004,19000000
monolith,13,37.0,86.6,11.3,55.76132,37.512505,23300000
monolithBrick,13,37.0,86.8,11.5,55.762789,37.508984000000005,23490000
monolith,13,37.0,86.0,15.0,55.76132,37.512505,23500000
monolith,8,23.0,86.7,13.1,55.84196800000001,37.439733000000004,24850000
monolith,12,28.0,85.0,17.5,55.803712,37.413403,25200000
monolith,31,40.0,87.0,15.0,55.774026,37.467221,28000000
monolith,6,30.0,87.0,15.0,55.82001999999999,37.462953999999996,35000000
panel,7,9.0,85.0,8.5,55.830498,37.352973999999996,12000000
stalin,2,5.0,85.1,7.8,55.832868999999995,37.450144,12600000
panel,3,16.0,86.0,14.0,55.846649,37.344808,14600000
brick,2,5.0,86.6,7.2,55.798267,37.487522999999996,15000000
brick,1,5.0,86.0,11.7,55.833016,37.454347999999996,15400000
monolith,3,20.0,85.3,18.4,55.842565,37.379186,16100000
monolith,10,18.0,85.0,10.0,55.894606,37.400071999999994,17300000
brick,3,5.0,85.0,9.0,55.778401,37.494503,17500000
monolith,4,24.0,85.7,11.8,55.772416,37.474416999999995,18000000
monolith,18,25.0,87.5,12.3,55.84630500000001,37.371415999999996,20200000
monolithBrick,13,37.0,85.0,12.0,55.76132,37.512505,23450000
monolith,10,25.0,85.0,10.0,55.798854000000006,37.389814,25000000
monolith,13,25.0,85.0,10.0,55.798854000000006,37.389814,26000000
monolith,20,25.0,85.0,11.0,55.870839000000004,37.44135,25000000
monolithBrick,8,9.0,88.03,12.0,55.798115,37.495616999999996,22780696
monolithBrick,10,18.0,89.92,18.8,55.79748299999999,37.495096000000004,28570768
monolith,17,35.0,88.0,11.1,55.760991000000004,37.513628000000004,25500000
brick,3,9.0,88.0,8.4,55.792088,37.496956,17800000
brick,3,4.0,88.0,17.0,55.83203,37.448438,13900000
block,1,22.0,88.2,9.2,55.866647,37.445608,14500000
panel,11,15.0,89.0,13.9,55.798014,37.390935999999996,17990000
monolith,5,9.0,88.5,18.2,55.88470600000001,37.390909,23500000
monolith,16,24.0,88.0,15.0,55.785037,37.464221,25000000
monolith,2,24.0,88.3,12.0,55.785037,37.464221,24990000
brick,4,5.0,88.0,10.0,55.794624,37.494440000000004,15000000
monolith,7,9.0,88.5,10.0,55.883853,37.390137,18000000
monolith,9,24.0,88.0,9.3,55.785037,37.464221,18900000
monolith,11,24.0,88.1,10.0,55.785037,37.464221,19500000
monolith,12,24.0,89.0,14.0,55.78903100000001,37.473483,19660000
monolith,15,23.0,88.0,10.0,55.785037,37.464221,21699000
monolithBrick,13,15.0,88.0,9.0,55.78116,37.451060999999996,24999999
brick,5,9.0,88.5,18.0,55.88470600000001,37.390909,23500000
monolith,4,22.0,90.3,12.6,55.821077,37.430462,16850000
monolith,6,7.0,94.1,12.0,55.798272,37.494521,33000000
monolith,13,14.0,93.3,12.2,55.821077,37.430462,19300000
monolith,7,9.0,93.0,14.0,55.896770999999994,37.397907000000004,18990000
monolith,26,31.0,90.7,14.0,55.769135,37.494521,21990000
monolith,25,31.0,90.7,14.0,55.769135,37.494521,21970000
monolith,8,25.0,90.0,25.0,55.760991000000004,37.513628000000004,32000000
monolith,8,48.0,93.6,18.0,55.780846,37.449146999999996,34500000
panel,2,17.0,90.6,10.0,55.85244,37.435762,18200000
brick,10,13.0,90.0,14.0,55.796935999999995,37.494997,25500000
brick,4,5.0,91.0,9.0,55.826948,37.449534,13990000
brick,4,5.0,91.0,9.0,55.826948,37.449534,14500000
panel,4,17.0,90.6,10.1,55.844196999999994,37.399327,14650000
brick,2,5.0,92.2,8.5,55.802588,37.487109999999994,15990000
monolith,4,22.0,90.4,12.0,55.821077,37.430462,16950000
monolith,3,13.0,91.0,12.0,55.821077,37.430462,17900000
monolith,3,11.0,93.6,12.9,55.897362,37.389733,18500000
monolith,11,13.0,90.2,15.0,55.821077,37.430462,18700000
brick,4,4.0,91.9,8.7,55.846578,37.440362,19500000
monolith,13,13.0,93.0,12.0,55.821077,37.430462,19500000
monolith,4,19.0,93.0,15.0,55.821077,37.430462,19400000
panel,2,9.0,90.6,10.5,55.85244,37.435762,19450000
monolith,3,24.0,91.0,13.0,55.789598,37.475737,19950000
brick,4,4.0,91.9,8.7,55.846578,37.440362,20000000
monolithBrick,2,8.0,90.0,11.0,55.896761,37.396775,20299999
monolith,3,22.0,93.0,25.0,55.827156,37.455858,20500000
brick,5,8.0,90.0,11.5,55.895756999999996,37.396919,20400000
monolith,6,25.0,93.0,19.2,55.844925,37.367688,20700000
brick,2,12.0,90.0,27.4,55.84587,37.435277,21000000
monolithBrick,4,17.0,92.0,15.0,55.769798,37.481612,23250000
monolith,11,15.0,92.0,10.0,55.78116,37.451060999999996,23500000
monolith,16,24.0,90.0,15.0,55.785037,37.464221,24000000
monolithBrick,2,10.0,91.2,14.2,55.777758,37.457987,26600000
panel,2,14.0,93.5,10.0,55.801688,37.402120000000004,27900000
monolith,3,22.0,90.0,15.0,55.809636,37.481927,29990000
monolithBrick,8,32.0,94.0,20.0,55.807981999999996,37.450845,32900000
monolith,5,20.0,92.0,15.0,55.777758,37.457987,34990000
monolith,5,19.0,92.0,15.0,55.777758,37.457987,35000000
panel,6,17.0,90.0,12.0,55.842746999999996,37.364418,14200000
monolith,2,22.0,91.0,15.0,55.81782,37.439194,15420000
panel,7,9.0,93.0,10.0,55.864849,37.439032,15499000
monolith,4,13.0,93.3,12.0,55.821077,37.430462,17300000
monolith,10,19.0,90.2,13.0,55.821946999999994,37.43092,17500000
brick,11,23.0,91.1,20.0,55.909533999999994,37.388502,17500000
monolithBrick,14,17.0,90.4,10.0,55.79727,37.391188,17500000
monolith,1,5.0,92.0,16.0,55.889557999999994,37.390658,18000000
brick,4,8.0,92.5,9.0,55.79075699999999,37.499579,18100000
monolith,13,19.0,93.0,12.0,55.821077,37.430462,18400000
monolith,8,19.0,93.2,12.0,55.821946999999994,37.43092,19000000
monolith,9,19.0,90.0,12.0,55.821946999999994,37.43092,19000000
monolith,7,24.0,90.0,14.0,55.790048999999996,37.475522,19600000
monolith,3,25.0,94.0,20.0,55.844925,37.367688,20700000
monolith,10,25.0,93.8,20.0,55.844925,37.367688,23500000
monolith,12,25.0,91.0,15.1,55.77014200000001,37.47368,29000000
monolith,6,10.0,90.0,13.1,55.777758,37.457987,32500000
monolith,20,32.0,93.0,23.9,55.77385400000001,37.471973,32950000
monolith,29,48.0,95.0,19.0,55.780846,37.449146999999996,25000000
monolith,29,48.0,95.0,19.0,55.780846,37.449146999999996,25000000
monolith,21,24.0,96.0,14.0,55.790468999999995,37.475342,20650000
monolith,5,13.0,96.5,8.0,55.77474,37.469367999999996,29499000
monolith,8,48.0,95.0,18.0,55.780846,37.449146999999996,34500000
monolith,34,36.0,96.0,17.0,55.762789,37.508984000000005,28000000
monolith,15,37.0,96.0,15.0,55.76132,37.512505,30000000
monolith,15,36.0,98.0,17.0,55.762789,37.508984000000005,26000000
monolith,9,36.0,98.0,17.0,55.762789,37.508984000000005,27700000
monolithBrick,8,32.0,95.0,20.0,55.807981999999996,37.450845,32900000
monolith,4,31.0,98.4,17.0,55.76132,37.512505,24499990
monolith,5,13.0,96.0,15.0,55.77474,37.469367999999996,29500000
monolith,3,17.0,98.9,14.2,55.828480000000006,37.448042,18425070
monolith,16,18.0,99.6,8.9,55.828480000000006,37.448042,18600000
monolith,8,14.0,99.7,14.2,55.828480000000006,37.448042,19022760
monolithBrick,16,19.0,99.5,17.0,55.76132,37.512505,24800000
monolith,3,29.0,95.0,23.6,55.802442000000006,37.412128,25500000
monolith,15,19.0,99.5,17.0,55.76132,37.512505,25890000
monolith,17,29.0,99.7,17.4,55.802442000000006,37.412128,27900000
monolithBrick,8,19.0,98.6,17.0,55.762789,37.508984000000005,29500000
monolith,8,13.0,97.7,12.5,55.821077,37.430462,19500000
monolithBrick,4,21.0,95.6,16.2,55.794138000000004,37.484676,45000000
monolith,1,9.0,95.0,12.0,55.885332,37.389095000000005,15500000
panel,2,9.0,96.0,12.0,55.841342000000004,37.36953,16000000
panel,2,24.0,95.4,14.8,55.862590000000004,37.423221999999996,16600000
monolith,6,23.0,97.0,10.0,55.892718,37.400557,19500000
monolith,4,31.0,98.4,17.0,55.76132,37.512505,24400000
monolith,5,19.0,99.0,15.0,55.762789,37.508984000000005,29900000
monolith,22,29.0,97.9,23.6,55.80304399999999,37.413197,35000000
monolith,8,48.0,95.0,18.0,55.780846,37.449146999999996,34500000
panel,11,18.0,99.6,10.1,55.850403,37.351725,15800000
brick,6,17.0,97.0,12.0,55.779074,37.456388000000004,16900000
panel,1,14.0,96.0,10.1,55.831423,37.351715999999996,12500000
brick,3,5.0,98.0,8.0,55.843990000000005,37.433966,14000000
stalin,4,4.0,97.2,10.0,55.84553199999999,37.440128,14000000
panel,4,16.0,96.0,10.5,55.83021,37.351384,14000000
panel,6,22.0,98.7,10.5,55.84536,37.346605,15430000
monolith,1,9.0,95.0,15.0,55.885332,37.389095000000005,15500000
panel,2,9.0,96.0,12.0,55.841342000000004,37.36953,16000000
panel,4,16.0,97.8,10.3,55.855895999999994,37.358462,17300000
monolith,3,25.0,95.0,12.3,55.870839000000004,37.44135,18500000
monolith,7,24.0,95.0,14.0,55.790939,37.475495,19500000
monolithBrick,2,7.0,97.0,17.0,55.896009,37.390038,19970000
monolith,17,24.0,95.0,15.0,55.864763,37.432412,21300000
brick,4,9.0,95.0,20.0,55.860691,37.428459000000004,22000000
monolithBrick,7,9.0,99.0,11.0,55.860216,37.427237,23500000
monolith,5,24.0,95.0,14.0,55.784009999999995,37.470985,23900000
monolith,5,22.0,95.0,13.0,55.784009999999995,37.470985,23900000
monolithBrick,12,23.0,97.8,10.9,55.892718,37.400557,24000000
block,4,19.0,98.4,17.1,55.76132,37.512505,24500000
monolith,19,20.0,97.0,15.0,55.784009999999995,37.470985,25000000
brick,3,8.0,96.2,9.2,55.792088,37.496956,25000000
monolith,15,19.0,99.5,17.0,55.76132,37.512505,25890000
monolith,8,18.0,96.0,25.0,55.79748299999999,37.495096000000004,26000000
monolith,5,17.0,98.0,20.0,55.773768000000004,37.469009,26500000
monolith,5,13.0,96.0,8.0,55.77474,37.469367999999996,29480000
monolith,6,9.0,95.0,40.0,55.760493999999994,37.518551,31500000
monolith,8,32.0,95.0,30.0,55.80741999999999,37.450162,32900000
monolithBrick,8,32.0,95.0,15.0,55.807981999999996,37.450845,32900000
monolithBrick,6,19.0,98.6,14.2,55.76132,37.512505,32700000
monolith,15,29.0,99.0,24.0,55.802442000000006,37.412128,34950000
monolithBrick,18,40.0,98.0,45.0,55.806504000000004,37.449866,36000000
monolithBrick,18,20.0,96.0,17.0,55.794138000000004,37.484676,41800000
monolithBrick,3,4.0,95.0,10.0,55.824693,37.484424,49950000
monolithBrick,11,21.0,100.0,17.0,55.794138000000004,37.484676,51000000
panel,3,16.0,96.0,10.5,55.83021,37.351384,13900000
panel,3,22.0,100.0,10.5,55.851985,37.351024,14500000
brick,2,5.0,98.0,9.0,55.826948,37.449534,15000000
panel,6,22.0,98.7,10.5,55.84536,37.346605,15430000
panel,16,22.0,100.0,10.0,55.839128,37.402264,16999000
panel,16,22.0,100.0,10.0,55.839128,37.402264,16990000
monolithBrick,4,6.0,98.8,13.9,55.897771,37.398742999999996,16900000
panel,6,22.0,100.0,12.0,55.844738,37.345482000000004,17500000
monolith,4,10.0,99.2,12.5,55.821077,37.430462,18000000
monolith,6,24.0,95.0,17.0,55.790468999999995,37.475342,20000000
panel,4,28.0,100.0,14.0,55.77551,37.466709,20500000
monolithBrick,3,6.0,100.0,14.0,55.893314000000004,37.385609,21100000
monolith,9,17.0,100.0,25.0,55.774517,37.473006,21000000
monolith,4,12.0,96.5,15.0,55.848690000000005,37.436203000000006,22000000
stalin,5,5.0,100.0,10.0,55.798621,37.485906,22990000
monolith,17,24.0,100.0,16.0,55.772416,37.474416999999995,23500000
monolith,4,37.0,100.0,17.1,55.76132,37.512505,24500000
monolithBrick,9,19.0,100.0,16.9,55.762789,37.508984000000005,26000000
monolithBrick,20,30.0,100.0,15.0,55.809348,37.450863,27000000
monolithBrick,8,32.0,100.0,10.3,55.807981999999996,37.450845,27300000
monolith,12,23.0,100.0,27.0,55.793242000000006,37.401042,28700000
monolith,5,13.0,96.0,8.0,55.77474,37.469367999999996,29900000
monolith,19,22.0,96.0,12.0,55.809636,37.481927,32000000
monolith,13,19.0,96.0,17.0,55.76132,37.512505,32000000
monolith,9,18.0,95.1,14.9,55.79748299999999,37.495096000000004,32000000
monolith,22,35.0,100.0,30.0,55.809348,37.450863,45000000
monolith,24,29.0,96.0,23.6,55.802442000000006,37.412128,30600000
monolith,2,20.0,111.9,31.5,55.786145999999995,37.497081,19694400
monolith,18,36.0,116.0,13.0,55.762789,37.508984000000005,34900000
monolithBrick,16,18.0,107.06,16.0,55.79748299999999,37.495096000000004,37654800
monolithBrick,15,48.0,117.7,23.0,55.806504000000004,37.449866,40000000
monolithBrick,12,18.0,103.99,11.0,55.79748299999999,37.495096000000004,33601189
monolith,7,40.0,110.0,20.0,55.774026,37.467221,37000000
monolithBrick,14,18.0,112.97,15.0,55.79748299999999,37.495096000000004,37128596
monolithBrick,11,18.0,115.14,15.0,55.79748299999999,37.495096000000004,37181454
monolithBrick,9,18.0,102.0,18.0,55.79748299999999,37.495096000000004,30684612
monolith,9,28.0,105.0,22.0,55.803712,37.413403,38000000
monolith,9,33.0,100.5,10.7,55.809348,37.450863,33990000
monolithBrick,29,30.0,110.0,25.0,55.807460999999996,37.448465,35000000
monolith,13,36.0,116.0,13.0,55.762789,37.508984000000005,37500000
monolithBrick,28,28.0,101.0,22.0,55.80445,37.413224,37500000
monolith,18,49.0,118.0,14.0,55.806504000000004,37.449866,40000000
monolithBrick,9,17.0,113.3,15.2,55.779074,37.456388000000004,21500000
monolith,7,17.0,117.0,12.0,55.773768000000004,37.469009,28500000
monolith,12,32.0,114.9,22.0,55.78116,37.468748,33000000
monolith,15,22.0,108.0,29.1,55.793414,37.448617,39900000
panel,1,17.0,107.0,12.4,55.842641,37.351878,14700000
monolith,12,18.0,101.5,14.0,55.828480000000006,37.448042,18270000
brick,12,20.0,104.7,14.2,55.842565,37.379186,18100000
monolith,9,9.0,101.0,17.0,55.893162,37.393389,19650000
panel,5,22.0,100.5,10.0,55.809201,37.478145,20500000
monolith,12,12.0,101.9,12.9,55.843874,37.445347,20800000
monolithBrick,3,5.0,100.0,15.0,55.893314000000004,37.385609,20990000
monolithBrick,12,12.0,101.9,12.9,55.843874,37.445347,20837000
brick,5,8.0,110.6,10.0,55.790327000000005,37.501348,21000000
monolith,7,18.0,105.6,12.0,55.894606,37.400071999999994,21000000
monolithBrick,17,20.0,115.4,14.0,55.828480000000006,37.448042,21926000
monolith,17,20.0,115.4,14.3,55.828480000000006,37.448042,21926000
monolith,25,31.0,109.0,15.0,55.769135,37.494521,24500000
monolith,15,31.0,117.0,15.0,55.769135,37.494521,25000000
monolithBrick,7,28.0,115.9,16.0,55.82001999999999,37.462953999999996,27200000
monolith,10,29.0,118.0,15.0,55.769135,37.494521,27500000
monolithBrick,34,40.0,110.0,16.0,55.774026,37.467221,31900000
monolithBrick,12,23.0,115.0,17.0,55.774993,37.469782,33899999
monolithBrick,13,32.0,109.0,15.0,55.77310500000001,37.463628,35000000
monolith,16,48.0,115.0,10.0,55.780846,37.449146999999996,39000000
monolithBrick,18,28.0,118.0,22.6,55.806504000000004,37.449866,40000000
monolithBrick,3,32.0,119.6,20.0,55.79825699999999,37.48199,43000000
stalin,6,7.0,110.0,15.0,55.787867000000006,37.489257,45000000
monolith,12,31.0,113.0,15.0,55.79825699999999,37.48199,48900000
panel,11,22.0,100.0,11.0,55.845062,37.343191,16700000
monolithBrick,12,17.0,101.5,14.0,55.828480000000006,37.448042,18270000
panel,21,25.0,110.8,15.0,55.840149,37.377569,18500000
monolithBrick,8,18.0,101.7,13.0,55.828480000000006,37.448042,19516230
monolithBrick,14,18.0,101.9,14.0,55.828480000000006,37.448042,20135440
brick,3,5.0,115.0,9.6,55.794366000000004,37.491143,21000000
monolith,15,31.0,116.5,8.3,55.769135,37.494521,25400000
monolith,10,22.0,119.0,15.0,55.770375,37.489859,25900000
monolithBrick,8,9.0,100.0,14.0,55.859832,37.426491999999996,27000000
monolith,19,24.0,106.5,15.0,55.785037,37.464221,28000000
monolith,10,22.0,117.2,15.3,55.770375,37.489859,28000000
monolith,3,33.0,110.0,23.8,55.79825699999999,37.48199,34700000
monolith,3,32.0,110.0,24.0,55.79825699999999,37.48199,34700000
monolith,16,27.0,113.0,25.0,55.792766,37.487856,37999999
monolithBrick,14,32.0,105.0,22.0,55.79825699999999,37.48199,42650000
monolithBrick,2,18.0,102.0,12.0,55.77271,37.463941999999996,45500000
monolith,12,30.0,116.0,21.0,55.82001999999999,37.462953999999996,47990000
brick,1,12.0,116.8,18.0,55.84587,37.435277,25970000
panel,22,22.0,100.0,10.2,55.849211,37.407403,16000000
brick,9,12.0,110.2,14.0,55.905729,37.387325,18100000
monolithBrick,15,32.0,102.0,31.0,55.809348,37.450863,24990000
monolith,7,20.0,105.0,15.0,55.828480000000006,37.448042,25950000
monolith,2,23.0,103.0,10.0,55.794309999999996,37.405947,27800000
monolith,20,36.0,117.2,13.2,55.762789,37.508984000000005,36200000
panel,1,14.0,105.7,12.5,55.847235,37.343236,15380000
panel,11,18.0,101.0,10.0,55.850403,37.351725,15700000
panel,11,22.0,100.2,10.1,55.850403,37.351725,15700000
panel,9,12.0,109.0,15.0,55.842924,37.358453000000004,15850000
brick,1,5.0,100.0,26.0,55.847193999999995,37.441988,15800000
brick,1,5.0,101.0,26.0,55.847193999999995,37.441988,16000000
panel,4,22.0,103.0,10.0,55.840755,37.38834,16000000
panel,1,9.0,107.1,11.0,55.837687,37.353423,16200000
monolith,20,20.0,107.0,14.0,55.842565,37.379186,16500000
monolith,16,16.0,105.0,16.0,55.833056000000006,37.417095,17000000
panel,5,10.0,111.0,12.5,55.855481999999995,37.364472,17200000
monolith,14,17.0,112.0,13.0,55.842641,37.351878,17500000
panel,13,22.0,105.0,10.2,55.8473,37.355534000000006,17500000
monolith,10,17.0,110.0,15.7,55.842565,37.379186,17500000
brick,2,5.0,105.0,20.0,55.825081999999995,37.451034,17600000
brick,2,12.0,102.0,12.5,55.902767000000004,37.388789,17850000
monolith,5,9.0,102.0,27.0,55.88470600000001,37.390909,17800000
panel,18,22.0,100.0,10.0,55.849337,37.416296,17800000
panel,18,22.0,100.2,10.1,55.839128,37.402264,18000000
panel,2,22.0,100.0,10.0,55.798799,37.410538,17900000
brick,2,8.0,105.0,9.1,55.79075699999999,37.499579,17900000
panel,2,10.0,111.0,11.9,55.855881000000004,37.363673,18200000
monolith,2,9.0,115.0,14.0,55.83707,37.354258,18500000
monolith,2,9.0,115.0,14.0,55.83707,37.354258,18500000
panel,18,22.0,104.1,10.1,55.849115000000005,37.347134999999994,18500000
monolith,2,9.0,115.0,13.6,55.83707,37.354258,18450000
monolithBrick,21,25.0,102.0,14.5,55.836489,37.459756,18800000
panel,20,22.0,102.0,11.0,55.77551,37.466709,18950000
monolith,5,23.0,100.0,11.0,55.892718,37.400557,19500000
monolithBrick,19,20.0,107.8,14.6,55.842565,37.379186,19990000
monolithBrick,6,7.0,100.3,11.9,55.884609999999995,37.388421,20000000
monolith,2,22.0,102.0,12.0,55.848558999999995,37.419045000000004,20000000
monolith,9,18.0,106.0,48.3,55.848558999999995,37.419045000000004,20000000
monolith,9,18.0,105.0,13.2,55.848558999999995,37.419045000000004,20000000
monolith,3,12.0,102.0,20.0,55.895525,37.390128000000004,20000000
monolith,16,20.0,110.0,12.0,55.84121,37.376932000000004,20500000
monolith,12,12.0,101.9,12.9,55.843874,37.445347,20800000
brick,3,6.0,100.0,14.0,55.893314000000004,37.385609,20999000
monolith,12,12.0,102.0,13.0,55.843965000000004,37.446909999999995,20837600
brick,3,6.0,100.0,15.0,55.89177900000001,37.384073,20999000
monolith,6,11.0,112.0,12.5,55.905007999999995,37.384738,21000000
monolith,7,30.0,113.6,13.0,55.769135,37.494521,21000000
monolithBrick,3,6.0,100.0,15.0,55.893314000000004,37.385609,21300000
monolithBrick,5,12.0,101.0,15.0,55.798115,37.495616999999996,21500000
monolithBrick,9,17.0,113.3,15.2,55.779074,37.456388000000004,21500000
brick,2,7.0,101.0,16.0,55.890689,37.386831,21800000
brick,4,8.0,104.7,10.0,55.790327000000005,37.501348,22000000
brick,2,6.0,118.0,12.0,55.794027,37.495078,21900000
brick,6,7.0,117.0,38.0,55.892849,37.387378999999996,22200000
monolithBrick,3,14.0,115.8,14.0,55.844207,37.442130999999996,22900000
block,3,14.0,115.8,14.0,55.844207,37.442130999999996,22900000
block,4,10.0,115.0,12.0,55.900749,37.395931,22900000
monolith,8,20.0,114.0,21.0,55.7964,37.392059,23000000
panel,13,22.0,100.1,10.0,55.799456000000006,37.407852,23000000
panel,1,22.0,100.0,11.5,55.78439,37.468802000000004,23000000
monolith,4,20.0,118.0,40.0,55.7964,37.392059,23500000
panel,16,20.0,110.0,21.0,55.7964,37.392059,23500000
monolith,5,5.0,108.0,10.0,55.884609999999995,37.388421,24000000
monolith,6,7.0,100.3,18.0,55.884609999999995,37.388421,24000000
panel,7,16.0,112.0,11.0,55.814229000000005,37.407501,24000000
monolith,11,31.0,113.3,12.2,55.769135,37.494521,24700000
monolith,21,25.0,102.0,9.0,55.836681000000006,37.456406,25200000
monolith,21,25.0,109.0,9.0,55.836681000000006,37.456406,25500000
panel,14,15.0,117.2,13.8,55.783483,37.473015000000004,25800000
monolith,3,4.0,101.6,13.0,55.838248,37.355669,26000000
monolith,9,22.0,111.0,18.0,55.781514,37.472215999999996,26000000
monolith,12,18.0,107.0,11.0,55.784009999999995,37.470985,27000000
monolith,7,30.0,114.0,15.0,55.82001999999999,37.462953999999996,27200000
monolithBrick,10,31.0,113.0,15.3,55.769135,37.494521,27500000
monolith,7,25.0,112.5,19.9,55.82001999999999,37.462953999999996,27400000
block,2,7.0,108.0,18.0,55.787923,37.447943,28000000
monolithBrick,5,20.0,101.0,14.0,55.777758,37.457987,27900000
monolith,8,9.0,105.0,25.0,55.798115,37.495616999999996,27900000
monolith,4,5.0,115.0,20.0,55.883590000000005,37.386328000000006,29500000
monolith,19,48.0,115.6,12.3,55.780846,37.449146999999996,29500000
monolithBrick,25,33.0,109.0,20.0,55.806808,37.423482,30500000
monolithBrick,13,32.0,104.0,16.0,55.809348,37.450863,31000000
monolithBrick,13,25.0,116.0,15.0,55.836489,37.459756,31500000
monolith,7,17.0,117.0,13.0,55.773768000000004,37.469009,31900000
monolithBrick,25,25.0,118.0,20.0,55.836681000000006,37.456406,33700000
brick,4,14.0,109.5,12.0,55.796526,37.486859,34500000
monolith,26,31.0,116.0,25.0,55.769135,37.494521,35000000
monolith,28,35.0,110.0,16.0,55.807460999999996,37.448465,35000000
monolithBrick,25,40.0,115.0,15.0,55.807460999999996,37.448465,35000000
monolith,29,35.0,110.0,15.0,55.807460999999996,37.448465,35000000
monolith,3,33.0,109.8,23.8,55.79825699999999,37.48199,35460000
monolithBrick,3,28.0,110.0,18.0,55.80445,37.413224,36500000
monolithBrick,28,28.0,101.0,22.0,55.80445,37.413224,37500000
monolith,13,32.0,109.0,15.0,55.77310500000001,37.463628,37500000
monolith,3,22.0,110.0,15.0,55.78035,37.450028,37500000
monolith,13,30.0,106.6,11.4,55.77310500000001,37.463628,38000000
monolith,4,21.0,103.5,14.0,55.794138000000004,37.484676,39999000
monolith,9,22.0,100.6,11.6,55.809636,37.481927,39990000
monolithBrick,15,48.0,118.0,23.0,55.806504000000004,37.449866,40000000
monolith,15,49.0,118.0,20.0,55.806504000000004,37.449866,39999000
monolithBrick,15,48.0,118.0,23.0,55.806504000000004,37.449866,40000000
monolith,4,21.0,103.5,14.0,55.794138000000004,37.484676,39999000
monolith,4,17.0,117.0,17.0,55.794138000000004,37.484676,40700000
brick,10,11.0,115.0,25.0,55.792124,37.484092,40800000
monolithBrick,6,21.0,100.0,20.0,55.794138000000004,37.484676,41750000
monolith,14,32.0,105.0,21.0,55.79825699999999,37.48199,42700000
monolith,14,33.0,105.0,20.9,55.79825699999999,37.48199,42700000
monolith,14,33.0,104.6,20.9,55.79825699999999,37.48199,42900000
monolith,13,33.0,112.7,23.0,55.79825699999999,37.48199,43000000
monolithBrick,16,32.0,106.0,30.0,55.79825699999999,37.48199,43500000
monolith,9,33.0,112.0,23.0,55.79825699999999,37.48199,44000000
monolith,27,32.0,112.0,20.0,55.79825699999999,37.48199,44900000
monolith,25,33.0,111.0,21.0,55.79825699999999,37.48199,45460000
monolith,16,23.0,133.5,25.8,55.774993,37.469782,27890000
monolithBrick,18,42.0,126.0,20.0,55.806504000000004,37.449866,40000000
monolith,16,23.0,134.0,26.0,55.774993,37.469782,27950000
monolithBrick,2,22.0,131.0,12.0,55.848558999999995,37.419045000000004,24203780
monolithBrick,2,22.0,145.0,15.0,55.848558999999995,37.419045000000004,26351240
monolithBrick,22,29.0,130.0,20.0,55.807981999999996,37.450845,41990000
monolithBrick,19,32.0,127.0,20.0,55.807981999999996,37.450845,43500000
monolithBrick,29,30.0,125.0,35.0,55.809084999999996,37.448482,45000000
monolith,2,23.0,133.5,17.5,55.793242000000006,37.401042,33990000
monolithBrick,18,35.0,120.0,20.0,55.807460999999996,37.448465,36900000
monolith,9,49.0,127.0,18.0,55.806504000000004,37.449866,36900000
monolith,14,37.0,141.0,17.0,55.76132,37.512505,40400000
monolith,14,37.0,141.0,17.0,55.76132,37.512505,40400000
monolithBrick,15,42.0,140.0,19.0,55.806504000000004,37.449866,43500000
monolithBrick,11,16.0,144.7,20.0,55.848558999999995,37.419045000000004,26767500
monolith,9,36.0,120.0,13.0,55.762789,37.508984000000005,32000000
monolith,2,22.0,144.0,14.0,55.848558999999995,37.419045000000004,26351250
monolith,19,48.0,125.0,13.0,55.780846,37.449146999999996,29500000
monolith,8,48.0,125.0,20.0,55.780846,37.449146999999996,32990000
monolithBrick,34,42.0,126.0,20.0,55.806504000000004,37.449866,36500000
monolith,11,40.0,130.0,20.0,55.774026,37.467221,43000000
monolith,20,22.0,140.0,30.0,55.793414,37.448617,67500000
monolith,10,17.0,127.0,13.0,55.828480000000006,37.448042,22225000
monolith,13,16.0,125.0,31.4,55.785731000000006,37.496291,22200000
monolith,19,31.0,120.3,14.7,55.769135,37.494521,24190000
monolith,3,25.0,143.5,20.0,55.837272,37.458211,25000000
monolith,9,18.0,124.8,14.0,55.828480000000006,37.448042,25209600
monolith,5,14.0,125.2,14.0,55.828480000000006,37.448042,26041600
monolithBrick,6,15.0,132.0,12.0,55.786713,37.458526,27500000
monolith,16,23.0,134.0,26.0,55.774993,37.469782,27900000
monolith,7,49.0,127.0,18.0,55.806504000000004,37.449866,36900000
monolithBrick,6,17.0,128.0,16.0,55.77474,37.469367999999996,37000000
monolith,12,22.0,126.0,15.0,55.78035,37.450028,39800000
monolith,11,40.0,128.0,21.0,55.774026,37.467221,43000000
monolith,4,4.0,124.3,18.4,55.832682,37.468793,52500000
monolith,11,24.0,120.0,21.5,55.785037,37.464221,34900000
monolithBrick,8,17.0,126.0,13.0,55.828480000000006,37.448042,22050000
monolithBrick,10,17.0,127.0,13.0,55.828480000000006,37.448042,22225000
monolith,6,9.0,121.0,15.6,55.895242,37.399713,23000000
monolith,10,17.0,140.0,18.0,55.784516,37.460529,25000000
monolith,2,6.0,124.0,15.0,55.894672,37.390335,26400000
